freq : 100.00 MHz
SWR : 1.965000
 Theta 	 Phi 	 Gain(dB)     	   Gain     	    Phase(deg)
90 	 165 	 -300.0     	   1e-30     	    -55.3887
90 	 180 	 -300.0     	   1e-30     	    -55.42711
90 	 195 	 -300.0     	   1e-30     	    -55.45659
90 	 210 	 -300.0     	   1e-30     	    -55.47511
90 	 225 	 -300.0     	   1e-30     	    -55.48142
90 	 240 	 -300.0     	   1e-30     	    -55.47509
90 	 255 	 -300.0     	   1e-30     	    -55.45654
90 	 270 	 -300.0     	   1e-30     	    -55.42704
90 	 285 	 -300.0     	   1e-30     	    -55.3886
90 	 300 	 -300.0     	   1e-30     	    -55.34384
90 	 315 	 -300.0     	   1e-30     	    -55.29582
90 	 330 	 -300.0     	   1e-30     	    -55.24781
90 	 345 	 -300.0     	   1e-30     	    -55.20307
90 	 360 	 -300.0     	   1e-30     	    -55.16465
105 	 0 	 -300.0     	   1e-30     	    -55.15082
105 	 15 	 -300.0     	   1e-30     	    -55.12052
105 	 30 	 -300.0     	   1e-30     	    -55.10149
105 	 45 	 -300.0     	   1e-30     	    -55.095
105 	 60 	 -300.0     	   1e-30     	    -55.10151
105 	 75 	 -300.0     	   1e-30     	    -55.12057
105 	 90 	 -300.0     	   1e-30     	    -55.15088
105 	 105 	 -300.0     	   1e-30     	    -55.19041
105 	 120 	 -300.0     	   1e-30     	    -55.23647
105 	 135 	 -300.0     	   1e-30     	    -55.28593
105 	 150 	 -300.0     	   1e-30     	    -55.33542
105 	 165 	 -300.0     	   1e-30     	    -55.38157
105 	 180 	 -300.0     	   1e-30     	    -55.42122
105 	 195 	 -300.0     	   1e-30     	    -55.45167
105 	 210 	 -300.0     	   1e-30     	    -55.4708
105 	 225 	 -300.0     	   1e-30     	    -55.47733
105 	 240 	 -300.0     	   1e-30     	    -55.47078
105 	 255 	 -300.0     	   1e-30     	    -55.45162
105 	 270 	 -300.0     	   1e-30     	    -55.42117
105 	 285 	 -300.0     	   1e-30     	    -55.3815
105 	 300 	 -300.0     	   1e-30     	    -55.33534
105 	 315 	 -300.0     	   1e-30     	    -55.28584
105 	 330 	 -300.0     	   1e-30     	    -55.23639
105 	 345 	 -300.0     	   1e-30     	    -55.19034
105 	 360 	 -300.0     	   1e-30     	    -55.15082
120 	 0 	 -300.0     	   1e-30     	    -55.12787
120 	 15 	 -300.0     	   1e-30     	    -55.0946
120 	 30 	 -300.0     	   1e-30     	    -55.07371
120 	 45 	 -300.0     	   1e-30     	    -55.06659
120 	 60 	 -300.0     	   1e-30     	    -55.07372
120 	 75 	 -300.0     	   1e-30     	    -55.09463
120 	 90 	 -300.0     	   1e-30     	    -55.12791
120 	 105 	 -300.0     	   1e-30     	    -55.17136
120 	 120 	 -300.0     	   1e-30     	    -55.22204
120 	 135 	 -300.0     	   1e-30     	    -55.27655
120 	 150 	 -300.0     	   1e-30     	    -55.33117
120 	 165 	 -300.0     	   1e-30     	    -55.38218
120 	 180 	 -300.0     	   1e-30     	    -55.42606
120 	 195 	 -300.0     	   1e-30     	    -55.45979
120 	 210 	 -300.0     	   1e-30     	    -55.48101
120 	 225 	 -300.0     	   1e-30     	    -55.48824
120 	 240 	 -300.0     	   1e-30     	    -55.48099
120 	 255 	 -300.0     	   1e-30     	    -55.45975
120 	 270 	 -300.0     	   1e-30     	    -55.42602
120 	 285 	 -300.0     	   1e-30     	    -55.38212
120 	 300 	 -300.0     	   1e-30     	    -55.33111
120 	 315 	 -300.0     	   1e-30     	    -55.27648
120 	 330 	 -300.0     	   1e-30     	    -55.22198
120 	 345 	 -300.0     	   1e-30     	    -55.1713
120 	 360 	 -300.0     	   1e-30     	    -55.12787
135 	 0 	 -300.0     	   1e-30     	    -55.08988
135 	 15 	 -300.0     	   1e-30     	    -55.05011
135 	 30 	 -300.0     	   1e-30     	    -55.02517
135 	 45 	 -300.0     	   1e-30     	    -55.01668
135 	 60 	 -300.0     	   1e-30     	    -55.02518
135 	 75 	 -300.0     	   1e-30     	    -55.05012
135 	 90 	 -300.0     	   1e-30     	    -55.0899
135 	 105 	 -300.0     	   1e-30     	    -55.14193
135 	 120 	 -300.0     	   1e-30     	    -55.2028
135 	 135 	 -300.0     	   1e-30     	    -55.26845
135 	 150 	 -300.0     	   1e-30     	    -55.33445
135 	 165 	 -300.0     	   1e-30     	    -55.39626
135 	 180 	 -300.0     	   1e-30     	    -55.4496
135 	 195 	 -300.0     	   1e-30     	    -55.49068
135 	 210 	 -300.0     	   1e-30     	    -55.51657
135 	 225 	 -300.0     	   1e-30     	    -55.52541
135 	 240 	 -300.0     	   1e-30     	    -55.51655
135 	 255 	 -300.0     	   1e-30     	    -55.49065
135 	 270 	 -300.0     	   1e-30     	    -55.44957
135 	 285 	 -300.0     	   1e-30     	    -55.39623
135 	 300 	 -300.0     	   1e-30     	    -55.3344
135 	 315 	 -300.0     	   1e-30     	    -55.26841
135 	 330 	 -300.0     	   1e-30     	    -55.20276
135 	 345 	 -300.0     	   1e-30     	    -55.1419
135 	 360 	 -300.0     	   1e-30     	    -55.08988
150 	 0 	 -300.0     	   1e-30     	    -55.01569
150 	 15 	 -300.0     	   1e-30     	    -54.96137
150 	 30 	 -300.0     	   1e-30     	    -54.92742
150 	 45 	 -300.0     	   1e-30     	    -54.91588
150 	 60 	 -300.0     	   1e-30     	    -54.92743
150 	 75 	 -300.0     	   1e-30     	    -54.96138
150 	 90 	 -300.0     	   1e-30     	    -55.01571
150 	 105 	 -300.0     	   1e-30     	    -55.08708
150 	 120 	 -300.0     	   1e-30     	    -55.17105
150 	 135 	 -300.0     	   1e-30     	    -55.2622
150 	 150 	 -300.0     	   1e-30     	    -55.35444
150 	 165 	 -300.0     	   1e-30     	    -55.44139
150 	 180 	 -300.0     	   1e-30     	    -55.51685
150 	 195 	 -300.0     	   1e-30     	    -55.57525
150 	 210 	 -300.0     	   1e-30     	    -55.6122
150 	 225 	 -300.0     	   1e-30     	    -55.62483
150 	 240 	 -300.0     	   1e-30     	    -55.61219
150 	 255 	 -300.0     	   1e-30     	    -55.57524
150 	 270 	 -300.0     	   1e-30     	    -55.51684
150 	 285 	 -300.0     	   1e-30     	    -55.44138
150 	 300 	 -300.0     	   1e-30     	    -55.35442
150 	 315 	 -300.0     	   1e-30     	    -55.26218
150 	 330 	 -300.0     	   1e-30     	    -55.17104
150 	 345 	 -300.0     	   1e-30     	    -55.08707
150 	 360 	 -300.0     	   1e-30     	    -55.01569
165 	 0 	 -300.0     	   1e-30     	    -54.79857
165 	 15 	 -300.0     	   1e-30     	    -54.70018
165 	 30 	 -300.0     	   1e-30     	    -54.6392
165 	 45 	 -300.0     	   1e-30     	    -54.61856
165 	 60 	 -300.0     	   1e-30     	    -54.6392
165 	 75 	 -300.0     	   1e-30     	    -54.70018
165 	 90 	 -300.0     	   1e-30     	    -54.79856
165 	 105 	 -300.0     	   1e-30     	    -54.92942
165 	 120 	 -300.0     	   1e-30     	    -55.08569
165 	 135 	 -300.0     	   1e-30     	    -55.25826
165 	 150 	 -300.0     	   1e-30     	    -55.43609
165 	 165 	 -300.0     	   1e-30     	    -55.60676
165 	 180 	 -300.0     	   1e-30     	    -55.75731
165 	 195 	 -300.0     	   1e-30     	    -55.87543
165 	 210 	 -300.0     	   1e-30     	    -55.95088
165 	 225 	 -300.0     	   1e-30     	    -55.97682
165 	 240 	 -300.0     	   1e-30     	    -55.95088
165 	 255 	 -300.0     	   1e-30     	    -55.87543
165 	 270 	 -300.0     	   1e-30     	    -55.75732
165 	 285 	 -300.0     	   1e-30     	    -55.60676
165 	 300 	 -300.0     	   1e-30     	    -55.43609
165 	 315 	 -300.0     	   1e-30     	    -55.25826
165 	 330 	 -300.0     	   1e-30     	    -55.0857
165 	 345 	 -300.0     	   1e-30     	    -54.92942
165 	 360 	 -300.0     	   1e-30     	    -54.79857
180 	 0 	 -300.0     	   1e-30     	    -44.73857
180 	 15 	 -300.0     	   1e-30     	    -44.73851
180 	 30 	 -300.0     	   1e-30     	    -44.73846
180 	 45 	 -300.0     	   1e-30     	    -44.73842
180 	 60 	 -300.0     	   1e-30     	    -44.73836
180 	 75 	 -300.0     	   1e-30     	    -44.73831
180 	 90 	 -300.0     	   1e-30     	    -44.73821
180 	 105 	 -300.0     	   1e-30     	    -44.73805
180 	 120 	 -300.0     	   1e-30     	    -44.73759
180 	 135 	 -300.0     	   1e-30     	    106.6938
180 	 150 	 -300.0     	   1e-30     	    135.2607
180 	 165 	 -300.0     	   1e-30     	    135.2611
180 	 180 	 -300.0     	   1e-30     	    135.2613
180 	 195 	 -300.0     	   1e-30     	    135.2614
180 	 210 	 -300.0     	   1e-30     	    135.2614
180 	 225 	 -300.0     	   1e-30     	    135.2615
180 	 240 	 -300.0     	   1e-30     	    135.2615
180 	 255 	 -300.0     	   1e-30     	    135.2616
180 	 270 	 -300.0     	   1e-30     	    135.2616
180 	 285 	 -300.0     	   1e-30     	    135.2617
180 	 300 	 -300.0     	   1e-30     	    135.262
180 	 315 	 -300.0     	   1e-30     	    171.324
180 	 330 	 -300.0     	   1e-30     	    -44.73892
180 	 345 	 -300.0     	   1e-30     	    -44.73867
180 	 360 	 -300.0     	   1e-30     	    -44.73857
freq : 140.00 MHz
SWR : 1.965000
0 	 0 	 -46.09804     	   2.45581699223e-05     	    88.37709
0 	 15 	 -44.33711     	   3.68374025523e-05     	    88.3761
0 	 30 	 -43.38884     	   4.58264272697e-05     	    88.37539
0 	 45 	 -43.0877     	   4.91167927154e-05     	    88.37477
0 	 60 	 -43.38882     	   4.58266383087e-05     	    88.37414
0 	 75 	 -44.33707     	   3.68377418389e-05     	    88.37342
0 	 90 	 -46.09796     	   2.45586223047e-05     	    88.37244
0 	 105 	 -49.10824     	   1.22793675782e-05     	    88.37073
0 	 120 	 -54.82764     	   3.29030380731e-06     	    88.36608
0 	 135 	 -130.8597     	   8.20408214164e-14     	    4.555347
0 	 150 	 -54.82792     	   3.29009168042e-06     	    -91.61654
0 	 165 	 -49.10837     	   1.2279000018e-05     	    -91.6212
0 	 180 	 -46.09804     	   2.45581699223e-05     	    -91.62291
0 	 195 	 -44.33711     	   3.68374025523e-05     	    -91.62389
0 	 210 	 -43.38884     	   4.58264272697e-05     	    -91.62461
0 	 225 	 -43.0877     	   4.91167927154e-05     	    -91.62524
0 	 240 	 -43.38882     	   4.58266383087e-05     	    -91.62586
0 	 255 	 -44.33707     	   3.68377418389e-05     	    -91.62658
0 	 270 	 -46.09796     	   2.45586223047e-05     	    -91.62756
0 	 285 	 -49.10823     	   1.22793958525e-05     	    -91.62927
0 	 300 	 -54.82763     	   3.29031138352e-06     	    -91.63393
0 	 315 	 -130.8567     	   8.20975127864e-14     	    -175.2685
0 	 330 	 -54.82793     	   3.29008410471e-06     	    88.38345
0 	 345 	 -49.10836     	   1.22790282914e-05     	    88.3788
0 	 360 	 -46.09804     	   2.45581699223e-05     	    88.37709
15 	 0 	 -19.74961     	   0.010593488513     	    -78.78506
15 	 15 	 -19.83858     	   0.0103786770892     	    -78.6462
15 	 30 	 -19.89496     	   0.0102448121609     	    -78.55749
15 	 45 	 -19.91427     	   0.010199361854     	    -78.52696
15 	 60 	 -19.89496     	   0.0102448121609     	    -78.55741
15 	 75 	 -19.83858     	   0.0103786770892     	    -78.64604
15 	 90 	 -19.74961     	   0.010593488513     	    -78.78484
15 	 105 	 -19.63494     	   0.0108769216455     	    -78.96173
15 	 120 	 -19.5032     	   0.0112119202506     	    -79.16225
15 	 135 	 -19.3639     	   0.0115773723169     	    -79.37117
15 	 150 	 -19.22671     	   0.0119489295344     	    -79.57387
15 	 165 	 -19.1007     	   0.012300704909     	    -79.75742
15 	 180 	 -18.99388     	   0.0126070071749     	    -79.91111
15 	 195 	 -18.91275     	   0.0128447306004     	    -80.02666
15 	 210 	 -18.86212     	   0.0129953505769     	    -80.09828
15 	 225 	 -18.84492     	   0.0130469200173     	    -80.12256
15 	 240 	 -18.86212     	   0.0129953505769     	    -80.09836
15 	 255 	 -18.91275     	   0.0128447306004     	    -80.02681
15 	 270 	 -18.99388     	   0.0126070071749     	    -79.91131
15 	 285 	 -19.10071     	   0.0123006765856     	    -79.75768
15 	 300 	 -19.22672     	   0.011948902021     	    -79.57416
15 	 315 	 -19.36391     	   0.0115773456591     	    -79.37147
15 	 330 	 -19.5032     	   0.0112119202506     	    -79.16255
15 	 345 	 -19.63495     	   0.0108768966005     	    -78.962
15 	 360 	 -19.74961     	   0.010593488513     	    -78.78506
30 	 0 	 -13.82136     	   0.0414824119467     	    -79.06807
30 	 15 	 -13.86164     	   0.0410994490432     	    -78.99949
30 	 30 	 -13.88705     	   0.0408596836642     	    -78.95611
30 	 45 	 -13.89573     	   0.0407781012625     	    -78.94125
30 	 60 	 -13.88704     	   0.0408597777472     	    -78.95607
30 	 75 	 -13.86164     	   0.0410994490432     	    -78.99942
30 	 90 	 -13.82136     	   0.0414824119467     	    -79.06796
30 	 105 	 -13.76914     	   0.0419842113869     	    -79.15652
30 	 120 	 -13.70871     	   0.0425724848887     	    -79.25858
30 	 135 	 -13.6443     	   0.0432085806009     	    -79.36683
30 	 150 	 -13.58034     	   0.0438496367474     	    -79.47379
30 	 165 	 -13.52115     	   0.0444513545903     	    -79.57233
30 	 180 	 -13.47063     	   0.0449714613273     	    -79.6561
30 	 195 	 -13.43205     	   0.0453727393178     	    -79.71986
30 	 210 	 -13.40788     	   0.0456259583821     	    -79.7597
30 	 225 	 -13.39965     	   0.0457125028055     	    -79.77328
30 	 240 	 -13.40788     	   0.0456259583821     	    -79.75975
30 	 255 	 -13.43205     	   0.0453727393178     	    -79.71993
30 	 270 	 -13.47063     	   0.0449714613273     	    -79.65621
30 	 285 	 -13.52115     	   0.0444513545903     	    -79.57246
30 	 300 	 -13.58035     	   0.04384953578     	    -79.47394
30 	 315 	 -13.6443     	   0.0432085806009     	    -79.36698
30 	 330 	 -13.70871     	   0.0425724848887     	    -79.25872
30 	 345 	 -13.76914     	   0.0419842113869     	    -79.15665
30 	 360 	 -13.82136     	   0.0414824119467     	    -79.06807
45 	 0 	 -10.73573     	   0.0844164335487     	    -79.1476
45 	 15 	 -10.75879     	   0.0839693903398     	    -79.09944
45 	 30 	 -10.77332     	   0.0836889270619     	    -79.06908
45 	 45 	 -10.77828     	   0.0835934019866     	    -79.0587
45 	 60 	 -10.77332     	   0.0836889270619     	    -79.06906
45 	 75 	 -10.75879     	   0.0839693903398     	    -79.0994
45 	 90 	 -10.73572     	   0.084416627925     	    -79.14754
45 	 105 	 -10.70576     	   0.0850009931436     	    -79.21004
45 	 120 	 -10.67098     	   0.0856844473597     	    -79.28249
45 	 135 	 -10.63382     	   0.0864207438305     	    -79.35982
45 	 150 	 -10.5968     	   0.0871605576133     	    -79.43675
45 	 165 	 -10.56245     	   0.0878526770762     	    -79.50808
45 	 180 	 -10.53305     	   0.0884494221581     	    -79.56905
45 	 195 	 -10.51056     	   0.0889086467421     	    -79.61566
45 	 210 	 -10.49646     	   0.0891977706411     	    -79.6449
45 	 225 	 -10.49165     	   0.0892966157735     	    -79.65486
45 	 240 	 -10.49646     	   0.0891977706411     	    -79.64492
45 	 255 	 -10.51057     	   0.0889084420226     	    -79.61571
45 	 270 	 -10.53306     	   0.088449218496     	    -79.56912
45 	 285 	 -10.56245     	   0.0878526770762     	    -79.50816
45 	 300 	 -10.59681     	   0.0871603569189     	    -79.43685
45 	 315 	 -10.63382     	   0.0864207438305     	    -79.35992
45 	 330 	 -10.67099     	   0.0856842500642     	    -79.28258
45 	 345 	 -10.70576     	   0.0850009931436     	    -79.21012
45 	 360 	 -10.73573     	   0.0844164335487     	    -79.1476
60 	 0 	 -8.931553     	   0.127892389011     	    -79.17581
60 	 15 	 -8.94483     	   0.127502000828     	    -79.13635
60 	 30 	 -8.953187     	   0.127256888414     	    -79.11151
60 	 45 	 -8.95604     	   0.127173317314     	    -79.10302
60 	 60 	 -8.953187     	   0.127256888414     	    -79.11149
60 	 75 	 -8.944828     	   0.127502059545     	    -79.13631
60 	 90 	 -8.931551     	   0.127892447908     	    -79.17576
60 	 105 	 -8.914279     	   0.128402092129     	    -79.2271
60 	 120 	 -8.89421     	   0.128996818722     	    -79.28677
60 	 135 	 -8.872724     	   0.129636590389     	    -79.35067
60 	 150 	 -8.85129     	   0.130277975178     	    -79.41442
60 	 165 	 -8.831365     	   0.130877050803     	    -79.4737
60 	 180 	 -8.814293     	   0.13139253751     	    -79.52452
60 	 195 	 -8.801215     	   0.131788798924     	    -79.56346
60 	 210 	 -8.793005     	   0.132038171052     	    -79.58791
60 	 225 	 -8.790206     	   0.132123296232     	    -79.59625
60 	 240 	 -8.793005     	   0.132038171052     	    -79.58793
60 	 255 	 -8.801217     	   0.131788738234     	    -79.56349
60 	 270 	 -8.814295     	   0.131392477001     	    -79.52458
60 	 285 	 -8.831369     	   0.130876930261     	    -79.47377
60 	 300 	 -8.851294     	   0.130277855187     	    -79.41449
60 	 315 	 -8.872728     	   0.129636470989     	    -79.35073
60 	 330 	 -8.894213     	   0.128996729614     	    -79.28684
60 	 345 	 -8.914282     	   0.128402003432     	    -79.22716
60 	 360 	 -8.931553     	   0.127892389011     	    -79.17581
75 	 0 	 -7.951779     	   0.160258878795     	    -79.18205
75 	 15 	 -7.957962     	   0.160030882431     	    -79.1465
75 	 30 	 -7.961852     	   0.159887606049     	    -79.12414
75 	 45 	 -7.963179     	   0.159838759368     	    -79.11651
75 	 60 	 -7.961851     	   0.159887642865     	    -79.12412
75 	 75 	 -7.95796     	   0.160030956128     	    -79.14647
75 	 90 	 -7.951775     	   0.160259026399     	    -79.18201
75 	 105 	 -7.943725     	   0.160556354962     	    -79.2283
75 	 120 	 -7.934362     	   0.160902873478     	    -79.28219
75 	 135 	 -7.924329     	   0.161275018357     	    -79.33996
75 	 150 	 -7.914307     	   0.161647614525     	    -79.3977
75 	 165 	 -7.90498     	   0.161995145404     	    -79.45147
75 	 180 	 -7.896982     	   0.162293751761     	    -79.49762
75 	 195 	 -7.890851     	   0.162523026069     	    -79.533
75 	 210 	 -7.887     	   0.162667203297     	    -79.55525
75 	 225 	 -7.885688     	   0.162716352347     	    -79.56284
75 	 240 	 -7.887002     	   0.162667128386     	    -79.55526
75 	 255 	 -7.890853     	   0.162522951225     	    -79.53304
75 	 270 	 -7.896986     	   0.162293602283     	    -79.49766
75 	 285 	 -7.904986     	   0.161994921599     	    -79.45152
75 	 300 	 -7.914312     	   0.161647428421     	    -79.39776
75 	 315 	 -7.924332     	   0.161274906952     	    -79.34002
75 	 330 	 -7.934367     	   0.160902688232     	    -79.28223
75 	 345 	 -7.943729     	   0.160556207084     	    -79.22835
75 	 360 	 -7.951779     	   0.160258878795     	    -79.18205
90 	 0 	 -7.623542     	   0.172840613828     	    -79.17564
90 	 15 	 -7.623632     	   0.172837032043     	    -79.14129
90 	 30 	 -7.623689     	   0.172834763618     	    -79.11969
90 	 45 	 -7.623709     	   0.172833967686     	    -79.11232
90 	 60 	 -7.623688     	   0.172834803414     	    -79.11968
90 	 75 	 -7.623629     	   0.172837151435     	    -79.14127
90 	 90 	 -7.623538     	   0.17284077302     	    -79.17562
90 	 105 	 -7.623423     	   0.172845349858     	    -79.22038
90 	 120 	 -7.623291     	   0.17285060342     	    -79.27251
90 	 135 	 -7.623153     	   0.172856095952     	    -79.32845
90 	 150 	 -7.623017     	   0.172861509053     	    -79.3844
90 	 165 	 -7.622892     	   0.172866484478     	    -79.43653
90 	 180 	 -7.622787     	   0.172870663947     	    -79.48131
90 	 195 	 -7.622709     	   0.17287376876     	    -79.51566
90 	 210 	 -7.622661     	   0.172875679442     	    -79.53726
90 	 225 	 -7.622645     	   0.172876316341     	    -79.54463
90 	 240 	 -7.622662     	   0.172875639636     	    -79.53727
90 	 255 	 -7.622711     	   0.172873689149     	    -79.51568
90 	 270 	 -7.622791     	   0.172870504727     	    -79.48133
90 	 285 	 -7.622897     	   0.172866285459     	    -79.43658
90 	 300 	 -7.623023     	   0.172861270236     	    -79.38444
90 	 315 	 -7.623159     	   0.172855857143     	    -79.32849
90 	 330 	 -7.623297     	   0.172850364618     	    -79.27255
90 	 345 	 -7.623428     	   0.172845150862     	    -79.22041
90 	 360 	 -7.623542     	   0.172840613828     	    -79.17564
105 	 0 	 -7.897758     	   0.162264755607     	    -79.15961
105 	 15 	 -7.8918     	   0.162487516177     	    -79.12429
105 	 30 	 -7.888057     	   0.162627617643     	    -79.10209
105 	 45 	 -7.88678     	   0.162675443718     	    -79.09452
105 	 60 	 -7.888055     	   0.162627692536     	    -79.10209
105 	 75 	 -7.891796     	   0.162487665834     	    -79.12428
105 	 90 	 -7.897753     	   0.162264942421     	    -79.15959
105 	 105 	 -7.905525     	   0.161974817765     	    -79.20563
105 	 120 	 -7.914587     	   0.161637193054     	    -79.25929
105 	 135 	 -7.924324     	   0.161275204032     	    -79.31692
105 	 150 	 -7.934073     	   0.160913581069     	    -79.37458
105 	 165 	 -7.94317     	   0.160576874327     	    -79.42837
105 	 180 	 -7.950991     	   0.160287959398     	    -79.47457
