freq : 100.00 MHz
SWR : 1.965000
 Theta 	 Phi 	 Gain(dB)     	   Gain     	    Phase(deg)
105 	 135 	 1.464923     	   1.40117474202     	    82.9663
105 	 150 	 1.455479     	   1.39813111205     	    82.59581
105 	 165 	 1.446598     	   1.39527495894     	    82.25034
105 	 180 	 1.438895     	   1.39280237928     	    81.95342
105 	 195 	 1.432926     	   1.39088940843     	    81.72539
105 	 210 	 1.429141     	   1.38967773681     	    81.58192
105 	 225 	 1.427845     	   1.38926309796     	    81.53297
105 	 240 	 1.429141     	   1.38967773681     	    81.58192
105 	 255 	 1.432926     	   1.39088940843     	    81.72539
105 	 270 	 1.438895     	   1.39280237928     	    81.95342
105 	 285 	 1.446598     	   1.39527495894     	    82.25033
105 	 300 	 1.455479     	   1.39813111205     	    82.59581
105 	 315 	 1.464923     	   1.40117474202     	    82.9663
105 	 330 	 1.474285     	   1.40419848456     	    83.33658
105 	 345 	 1.482925     	   1.40699482474     	    83.68144
105 	 360 	 1.490272     	   1.40937706539     	    83.97742
120 	 0 	 0.5662296     	   1.13926029027     	    84.15024
120 	 15 	 0.5785817     	   1.1425051595     	    84.4005
120 	 30 	 0.5863272     	   1.14454459817     	    84.55767
120 	 45 	 0.5889653     	   1.14524005724     	    84.61124
120 	 60 	 0.5863272     	   1.14454459817     	    84.55767
120 	 75 	 0.5785817     	   1.1425051595     	    84.40051
120 	 90 	 0.5662296     	   1.13926029027     	    84.15025
120 	 105 	 0.5500863     	   1.13503337005     	    83.82362
120 	 120 	 0.5312366     	   1.13011765594     	    83.4426
120 	 135 	 0.5109633     	   1.12485444804     	    83.03293
120 	 150 	 0.4906499     	   1.11960541429     	    82.62243
120 	 165 	 0.4716811     	   1.11472594666     	    82.23911
120 	 180 	 0.4553538     	   1.11054300255     	    81.90928
120 	 195 	 0.4427944     	   1.10733605289     	    81.65574
120 	 210 	 0.4348825     	   1.10532056412     	    81.49613
120 	 225 	 0.4321805     	   1.10463309342     	    81.44165
120 	 240 	 0.4348825     	   1.10532056412     	    81.49613
120 	 255 	 0.4427944     	   1.10733605289     	    81.65574
120 	 270 	 0.4553538     	   1.11054300255     	    81.90928
120 	 285 	 0.4716816     	   1.114726075     	    82.2391
120 	 300 	 0.4906499     	   1.11960541429     	    82.62242
120 	 315 	 0.5109633     	   1.12485444804     	    83.03292
120 	 330 	 0.5312366     	   1.13011765594     	    83.44259
120 	 345 	 0.5500863     	   1.13503337005     	    83.82361
120 	 360 	 0.5662296     	   1.13926029027     	    84.15024
135 	 0 	 -1.161279     	   0.765371171423     	    84.43808
135 	 15 	 -1.139564     	   0.769207659252     	    84.73844
135 	 30 	 -1.125908     	   0.771630170352     	    84.92678
135 	 45 	 -1.121251     	   0.772458043883     	    84.99094
135 	 60 	 -1.12591     	   0.771629815003     	    84.92679
135 	 75 	 -1.139565     	   0.769207482135     	    84.73845
135 	 90 	 -1.16128     	   0.765370995189     	    84.43809
135 	 105 	 -1.189561     	   0.760403137255     	    84.04526
135 	 120 	 -1.222453     	   0.754665853784     	    83.58581
135 	 135 	 -1.257689     	   0.748567727958     	    83.09036
135 	 150 	 -1.292854     	   0.742531017489     	    82.59239
135 	 165 	 -1.325553     	   0.736961329899     	    82.12604
135 	 180 	 -1.353582     	   0.732220358929     	    81.72376
135 	 195 	 -1.375057     	   0.728608611656     	    81.4139
135 	 210 	 -1.388545     	   0.726349262659     	    81.21858
135 	 225 	 -1.393142     	   0.725580829915     	    81.15186
135 	 240 	 -1.388545     	   0.726349262659     	    81.21858
135 	 255 	 -1.375057     	   0.728608611656     	    81.41389
135 	 270 	 -1.353581     	   0.732220527529     	    81.72375
135 	 285 	 -1.325553     	   0.736961329899     	    82.12603
135 	 300 	 -1.292853     	   0.742531188463     	    82.59238
135 	 315 	 -1.257688     	   0.748567900322     	    83.09034
135 	 330 	 -1.222451     	   0.754666201321     	    83.5858
135 	 345 	 -1.189559     	   0.760403487434     	    84.04525
135 	 360 	 -1.161279     	   0.765371171423     	    84.43808
150 	 0 	 -4.107478     	   0.388375835011     	    85.00219
150 	 15 	 -4.069318     	   0.391803399635     	    85.41394
150 	 30 	 -4.045271     	   0.393978842576     	    85.67129
150 	 45 	 -4.037059     	   0.394724515191     	    85.75881
150 	 60 	 -4.045271     	   0.393978842576     	    85.6713
150 	 75 	 -4.069318     	   0.391803399635     	    85.41395
150 	 90 	 -4.107479     	   0.388375745584     	    85.00221
150 	 105 	 -4.157028     	   0.383969917082     	    84.46124
150 	 120 	 -4.214448     	   0.378926693293     	    83.82498
150 	 135 	 -4.2757     	   0.373619900116     	    83.1346
150 	 150 	 -4.336542     	   0.368422207146     	    82.43631
150 	 165 	 -4.39284     	   0.363677137445     	    81.77839
150 	 180 	 -4.440862     	   0.359677938174     	    81.20782
150 	 195 	 -4.477496     	   0.356656710755     	    80.76647
150 	 210 	 -4.500427     	   0.35477850556     	    80.48745
150 	 225 	 -4.508232     	   0.354141481692     	    80.392
150 	 240 	 -4.500427     	   0.35477850556     	    80.48745
150 	 255 	 -4.477496     	   0.356656710755     	    80.76647
150 	 270 	 -4.440861     	   0.359678020992     	    81.20781
150 	 285 	 -4.39284     	   0.363677137445     	    81.77837
150 	 300 	 -4.33654     	   0.368422376811     	    82.43629
150 	 315 	 -4.275698     	   0.373620072174     	    83.13459
150 	 330 	 -4.214446     	   0.378926867795     	    83.82497
150 	 345 	 -4.157027     	   0.383970005494     	    84.46122
150 	 360 	 -4.107478     	   0.388375835011     	    85.00219
165 	 0 	 -9.633734     	   0.108799424965     	    86.65428
165 	 15 	 -9.549558     	   0.110928770645     	    87.40104
165 	 30 	 -9.496395     	   0.11229502082     	    87.86352
165 	 45 	 -9.478221     	   0.112765928453     	    88.02004
165 	 60 	 -9.496396     	   0.112294994964     	    87.86353
165 	 75 	 -9.54956     	   0.110928719561     	    87.40106
165 	 90 	 -9.633736     	   0.108799374861     	    86.65431
165 	 105 	 -9.742616     	   0.10610562308     	    85.66045
165 	 120 	 -9.868061     	   0.103084626093     	    84.47312
165 	 135 	 -10.0008     	   0.0999815810158     	    83.16253
165 	 150 	 -10.1313     	   0.0970219502089     	    81.81368
165 	 165 	 -10.25058     	   0.0943934805435     	    80.52191
165 	 180 	 -10.351     	   0.0922359021688     	    79.38561
165 	 195 	 -10.42667     	   0.0906427347503     	    78.49669
165 	 210 	 -10.47359     	   0.0896687261216     	    77.93033
165 	 225 	 -10.48946     	   0.0893416563881     	    77.73581
165 	 240 	 -10.47359     	   0.0896687261216     	    77.93031
165 	 255 	 -10.42667     	   0.0906427347503     	    78.49667
165 	 270 	 -10.351     	   0.0922359021688     	    79.38558
165 	 285 	 -10.25058     	   0.0943934805435     	    80.52187
165 	 300 	 -10.1313     	   0.0970219502089     	    81.81364
165 	 315 	 -10.0008     	   0.0999815810158     	    83.16249
165 	 330 	 -9.868057     	   0.103084721038     	    84.47308
165 	 345 	 -9.742612     	   0.106105720807     	    85.66041
165 	 360 	 -9.633734     	   0.108799424965     	    86.65428
180 	 0 	 -32.34366     	   0.000582953615291     	    139.0066
180 	 15 	 -30.58274     	   0.000874431914793     	    139.0066
180 	 30 	 -29.63447     	   0.0010878098826     	    139.0066
180 	 45 	 -29.33334     	   0.00116591261144     	    139.0067
180 	 60 	 -29.63446     	   0.00108781238737     	    139.0067
180 	 75 	 -30.58272     	   0.00087443594171     	    139.0068
180 	 90 	 -32.34363     	   0.000582957642206     	    139.0069
180 	 105 	 -35.35393     	   0.000291478818193     	    139.0071
180 	 120 	 -41.0734     	   7.81016124115e-05     	    139.0078
180 	 135 	 -134.1174     	   3.87489554691e-14     	    -132.3838
180 	 150 	 -41.07341     	   7.81014325761e-05     	    -40.99471
180 	 165 	 -35.35392     	   0.000291479489348     	    -40.99407
180 	 180 	 -32.34362     	   0.000582958984517     	    -40.99385
180 	 195 	 -30.5827     	   0.000874439968645     	    -40.99373
180 	 210 	 -29.63444     	   0.00108781739695     	    -40.99366
180 	 225 	 -29.33331     	   0.0011659206653     	    -40.99361
180 	 240 	 -29.63443     	   0.00108781990174     	    -40.99356
180 	 255 	 -30.58269     	   0.00087444198212     	    -40.99352
180 	 270 	 -32.34359     	   0.000582963011469     	    -40.99349
180 	 285 	 -35.35387     	   0.000291482845149     	    -40.99344
180 	 300 	 -41.07328     	   7.81037704686e-05     	    -40.99335
180 	 315 	 -137.6825     	   1.70510057165e-14     	    -32.14447
180 	 330 	 -41.07353     	   7.80992745836e-05     	    139.0064
180 	 345 	 -35.35398     	   0.000291475462438     	    139.0065
180 	 360 	 -32.34366     	   0.000582953615291     	    139.0066
freq : 920.00 MHz
SWR : 1.965000
0 	 0 	 -32.25287     	   0.000595268635051     	    -177.4002
0 	 15 	 -30.49195     	   0.000892904475948     	    -177.4001
0 	 30 	 -29.54368     	   0.00111079009894     	    -177.4001
0 	 45 	 -29.24256     	   0.00119054002331     	    -177.4001
0 	 60 	 -29.54368     	   0.00111079009894     	    -177.4001
0 	 75 	 -30.49194     	   0.000892906531939     	    -177.4001
0 	 90 	 -32.25285     	   0.000595271376371     	    -177.4001
0 	 105 	 -35.26314     	   0.000297636370546     	    -177.4
0 	 120 	 -40.98259     	   7.97518929422e-05     	    -177.3999
0 	 135 	 -145.777     	   2.64423469921e-15     	    -146.0085
0 	 150 	 -40.98267     	   7.97504238716e-05     	    2.59972
0 	 165 	 -35.26318     	   0.000297633629226     	    2.599809
0 	 180 	 -32.25287     	   0.000595268635051     	    2.599842
0 	 195 	 -30.49195     	   0.000892904475948     	    2.599861
0 	 210 	 -29.54368     	   0.00111079009894     	    2.599875
0 	 225 	 -29.24256     	   0.00119054002331     	    2.599887
0 	 240 	 -29.54368     	   0.00111079009894     	    2.599898
0 	 255 	 -30.49194     	   0.000892906531939     	    2.599912
0 	 270 	 -32.25285     	   0.000595271376371     	    2.599931
0 	 285 	 -35.26314     	   0.000297636370546     	    2.599964
0 	 300 	 -40.98259     	   7.97518929422e-05     	    2.600053
0 	 315 	 -145.1623     	   3.04628126833e-15     	    31.63176
0 	 330 	 -40.98268     	   7.97502402396e-05     	    -177.4003
0 	 345 	 -35.26317     	   0.000297634314554     	    -177.4002
0 	 360 	 -32.25287     	   0.000595268635051     	    -177.4002
15 	 0 	 -10.35605     	   0.0921287120898     	    62.27358
15 	 15 	 -10.43244     	   0.0905223875382     	    63.17314
15 	 30 	 -10.47979     	   0.0895408061321     	    63.74634
15 	 45 	 -10.49582     	   0.089210916279     	    63.94321
15 	 60 	 -10.47979     	   0.0895408061321     	    63.74635
15 	 75 	 -10.43245     	   0.090522179103     	    63.17314
15 	 90 	 -10.35606     	   0.0921284999558     	    62.27359
15 	 105 	 -10.25465     	   0.0943050609297     	    61.12387
15 	 120 	 -10.13416     	   0.0969580784715     	    59.81712
15 	 135 	 -10.00232     	   0.0999465942918     	    58.45298
15 	 150 	 -9.868165     	   0.103082157567     	    57.12795
15 	 165 	 -9.741372     	   0.106136020497     	    55.9279
15 	 180 	 -9.631314     	   0.108860067683     	    54.92368
15 	 195 	 -9.546223     	   0.111013986909     	    54.16932
15 	 210 	 -9.49248     	   0.112396296163     	    53.70222
15 	 225 	 -9.474108     	   0.112872774378     	    53.54415
15 	 240 	 -9.49248     	   0.112396296163     	    53.70222
15 	 255 	 -9.546222     	   0.111014012471     	    54.16932
15 	 270 	 -9.631312     	   0.108860117815     	    54.92368
15 	 285 	 -9.741371     	   0.106136044935     	    55.92789
15 	 300 	 -9.868163     	   0.103082205038     	    57.12794
15 	 315 	 -10.00231     	   0.0999468244276     	    58.45298
15 	 330 	 -10.13416     	   0.0969580784715     	    59.8171
15 	 345 	 -10.25465     	   0.0943050609297     	    61.12385
15 	 360 	 -10.35605     	   0.0921287120898     	    62.27358
30 	 0 	 -4.443836     	   0.359431719061     	    60.43185
30 	 15 	 -4.480843     	   0.356381950152     	    60.87868
30 	 30 	 -4.504006     	   0.354486254733     	    61.16115
30 	 45 	 -4.511889     	   0.353843400475     	    61.25777
30 	 60 	 -4.504007     	   0.354486173109     	    61.16115
30 	 75 	 -4.480845     	   0.356381786032     	    60.87869
30 	 90 	 -4.443838     	   0.359431553537     	    60.43186
30 	 105 	 -4.395323     	   0.36346927106     	    59.8542
30 	 120 	 -4.338436     	   0.368261569709     	    59.1881
30 	 135 	 -4.276952     	   0.37351220713     	    58.48119
30 	 150 	 -4.215047     	   0.37887443349     	    57.7824
30 	 165 	 -4.157014     	   0.383971154857     	    57.13849
30 	 180 	 -4.106933     	   0.388424575697     	    56.5911
30 	 195 	 -4.068364     	   0.391889475216     	    56.17452
30 	 210 	 -4.044058     	   0.394088897642     	    55.91416
30 	 225 	 -4.035759     	   0.394842688159     	    55.82563
30 	 240 	 -4.044058     	   0.394088897642     	    55.91416
30 	 255 	 -4.068362     	   0.391889655688     	    56.17452
30 	 270 	 -4.106933     	   0.388424575697     	    56.5911
30 	 285 	 -4.157013     	   0.383971243269     	    57.13849
30 	 300 	 -4.215047     	   0.37887443349     	    57.78239
30 	 315 	 -4.276951     	   0.373512293134     	    58.48118
30 	 330 	 -4.338435     	   0.368261654504     	    59.1881
30 	 345 	 -4.395321     	   0.363469438443     	    59.85419
30 	 360 	 -4.443836     	   0.359431719061     	    60.43185
45 	 0 	 -1.355512     	   0.731895033283     	    59.91178
45 	 15 	 -1.37721     	   0.728247495953     	    60.22588
45 	 30 	 -1.390836     	   0.725966198312     	    60.42381
45 	 45 	 -1.395481     	   0.725190155684     	    60.49141
45 	 60 	 -1.390836     	   0.725966198312     	    60.42381
45 	 75 	 -1.377211     	   0.728247328268     	    60.22588
45 	 90 	 -1.355513     	   0.731894864758     	    59.91179
45 	 105 	 -1.327189     	   0.736683766696     	    59.50389
45 	 120 	 -1.29414     	   0.742311177366     	    59.03099
45 	 135 	 -1.258598     	   0.748411065397     	    58.52603
45 	 150 	 -1.222982     	   0.754573935987     	    58.02369
45 	 165 	 -1.189738     	   0.760372147082     	    57.55795
45 	 180 	 -1.161157     	   0.765392672178     	    57.15979
45 	 195 	 -1.139215     	   0.769269475432     	    56.85537
45 	 210 	 -1.125418     	   0.771717235726     	    56.66448
45 	 225 	 -1.120711     	   0.772554096975     	    56.59946
45 	 240 	 -1.125418     	   0.771717235726     	    56.66448
45 	 255 	 -1.139215     	   0.769269475432     	    56.85537
45 	 270 	 -1.161157     	   0.765392672178     	    57.15979
45 	 285 	 -1.189738     	   0.760372147082     	    57.55795
45 	 300 	 -1.222981     	   0.754574109734     	    58.02369
45 	 315 	 -1.258597     	   0.748411237725     	    58.52602
45 	 330 	 -1.29414     	   0.742311177366     	    59.03098
45 	 345 	 -1.327189     	   0.736683766696     	    59.50388
45 	 360 	 -1.355512     	   0.731895033283     	    59.91178
60 	 0 	 0.4541668     	   1.11023951391     	    59.72623
60 	 15 	 0.4414781     	   1.10700048206     	    59.98371
60 	 30 	 0.4334865     	   1.104965326     	    60.1457
60 	 45 	 0.4307592     	   1.10427164325     	    60.20098
60 	 60 	 0.4334865     	   1.104965326     	    60.1457
60 	 75 	 0.4414781     	   1.10700048206     	    59.98372
60 	 90 	 0.4541658     	   1.11023925826     	    59.72624
60 	 105 	 0.4706671     	   1.11446570845     	    59.39114
60 	 120 	 0.4898443     	   1.11939775094     	    59.00158
60 	 135 	 0.510381     	   1.12470363819     	    58.58442
60 	 150 	 0.530876     	   1.13002382479     	    58.16821
60 	 165 	 0.5499244     	   1.13499105809     	    57.78119
60 	 180 	 0.5662332     	   1.13926123464     	    57.44946
60 	 195 	 0.5787059     	   1.14253783345     	    57.19527
60 	 210 	 0.5865244     	   1.14459656966     	    57.03562
60 	 225 	 0.5891868     	   1.14529846856     	    56.98119
60 	 240 	 0.5865244     	   1.14459656966     	    57.03562
60 	 255 	 0.5787059     	   1.14253783345     	    57.19527
60 	 270 	 0.5662323     	   1.13926099855     	    57.44946
60 	 285 	 0.5499244     	   1.13499105809     	    57.78118
60 	 300 	 0.530876     	   1.13002382479     	    58.1682
60 	 315 	 0.5103819     	   1.12470387127     	    58.58442
60 	 330 	 0.4898443     	   1.11939775094     	    59.00158
60 	 345 	 0.470668     	   1.11446593941     	    59.39112
60 	 360 	 0.4541668     	   1.11023951391     	    59.72623
75 	 0 	 1.438235     	   1.39259073032     	    59.68413
75 	 15 	 1.432209     	   1.39065979801     	    59.9162
75 	 30 	 1.428394     	   1.38943872847     	    60.06209
75 	 45 	 1.427088     	   1.38902096259     	    60.11185
75 	 60 	 1.428394     	   1.38943872847     	    60.06209
75 	 75 	 1.432208     	   1.3906594778     	    59.91621
75 	 90 	 1.438234     	   1.39259040967     	    59.68413
75 	 105 	 1.446018     	   1.3950886325     	    59.38175
75 	 120 	 1.454999     	   1.39797659343     	    59.02979
75 	 135 	 1.464551     	   1.40105472791     	    58.65237
75 	 150 	 1.474013     	   1.40411054192     	    58.2753
75 	 165 	 1.482741     	   1.40693521506     	    57.9242
75 	 180 	 1.490149     	   1.40933714986     	    57.6229
75 	 195 	 1.495767     	   1.41116143724     	    57.39178
75 	 210 	 1.499264     	   1.4122981818     	    57.24651
75 	 225 	 1.500449     	   1.41268358888     	    57.19695
75 	 240 	 1.499264     	   1.4122981818     	    57.2465
75 	 255 	 1.495767     	   1.41116143724     	    57.39178
75 	 270 	 1.490149     	   1.40933714986     	    57.6229
75 	 285 	 1.482741     	   1.40693521506     	    57.9242
75 	 300 	 1.474013     	   1.40411054192     	    58.27529
75 	 315 	 1.464551     	   1.40105472791     	    58.65236
75 	 330 	 1.455     	   1.39797691532     	    59.02978
75 	 345 	 1.446018     	   1.3950886325     	    59.38174
75 	 360 	 1.438235     	   1.39259073032     	    59.68413
90 	 0 	 1.767479     	   1.50226967288     	    59.72479
90 	 15 	 1.767275     	   1.50219910882     	    59.94934
90 	 30 	 1.767116     	   1.50214411266     	    60.09044
90 	 45 	 1.767054     	   1.50212266817     	    60.13855
90 	 60 	 1.767115     	   1.50214376678     	    60.09044
90 	 75 	 1.767275     	   1.50219910882     	    59.94934
90 	 90 	 1.767479     	   1.50226967288     	    59.72479
90 	 105 	 1.767667     	   1.50233470544     	    59.43205
90 	 120 	 1.76779     	   1.50237725486     	    59.0911
90 	 135 	 1.767824     	   1.5023890167     	    58.72525
90 	 150 	 1.767757     	   1.50236583905     	    58.35948
90 	 165 	 1.767593     	   1.50230910718     	    58.01869
90 	 180 	 1.767356     	   1.50222712651     	    57.72603
90 	 195 	 1.767101     	   1.50213892445     	    57.50144
90 	 210 	 1.766901     	   1.50206974999     	    57.3602
90 	 225 	 1.766824     	   1.50204311867     	    57.31201
90 	 240 	 1.7669     	   1.50206940413     	    57.3602
90 	 255 	 1.7671     	   1.50213857857     	    57.50143
90 	 270 	 1.767356     	   1.50222712651     	    57.72603
90 	 285 	 1.767593     	   1.50230910718     	    58.01868
90 	 300 	 1.767757     	   1.50236583905     	    58.35947
90 	 315 	 1.767824     	   1.5023890167     	    58.72524
90 	 330 	 1.76779     	   1.50237725486     	    59.09109
90 	 345 	 1.767667     	   1.50233470544     	    59.43204
90 	 360 	 1.767479     	   1.50226967288     	    59.72479
105 	 0 	 1.490243     	   1.40936765431     	    59.82904
105 	 15 	 1.495919     	   1.41121082776     	    60.06037
105 	 30 	 1.499459     	   1.41236159599     	    60.20569
105 	 45 	 1.500661     	   1.41275255043     	    60.25525
105 	 60 	 1.49946     	   1.4123619212     	    60.2057
105 	 75 	 1.495919     	   1.41121082776     	    60.06038
105 	 90 	 1.490243     	   1.40936765431     	    59.82905
105 	 105 	 1.48278     	   1.40694784951     	    59.52733
105 	 120 	 1.474005     	   1.40410795546     	    59.17571
105 	 135 	 1.464503     	   1.40103924297     	    58.79815
105 	 150 	 1.454914     	   1.39794923253     	    58.42038
105 	 165 	 1.44589     	   1.39504751554     	    58.06818
105 	 180 	 1.438057     	   1.39253365475     	    57.76554
105 	 195 	 1.431982     	   1.39058711195     	    57.53316
105 	 210 	 1.428127     	   1.38935330977     	    57.38698
105 	 225 	 1.426806     	   1.38893077236     	    57.33711
105 	 240 	 1.428127     	   1.38935330977     	    57.38698
105 	 255 	 1.431982     	   1.39058711195     	    57.53316
105 	 270 	 1.438057     	   1.39253365475     	    57.76553
105 	 285 	 1.44589     	   1.39504751554     	    58.06817
105 	 300 	 1.454914     	   1.39794923253     	    58.42038
105 	 315 	 1.464503     	   1.40103924297     	    58.79814
105 	 330 	 1.474005     	   1.40410795546     	    59.1757
105 	 345 	 1.48278     	   1.40694784951     	    59.52733
105 	 360 	 1.490243     	   1.40936765431     	    59.82904
120 	 0 	 0.5663323     	   1.1392872313     	    60.00379
120 	 15 	 0.5788713     	   1.14258134756     	    60.25849
120 	 30 	 0.5867393     	   1.14465320862     	    60.4184
120 	 45 	 0.5894201     	   1.14535999485     	    60.4729
120 	 60 	 0.5867393     	   1.14465320862     	    60.41841
120 	 75 	 0.5788713     	   1.14258134756     	    60.2585
120 	 90 	 0.5663323     	   1.1392872313     	    60.00379
120 	 105 	 0.5499536     	   1.13499868929     	    59.67129
120 	 120 	 0.5308399     	   1.13001443169     	    59.28333
120 	 135 	 0.510288     	   1.124679554     	    58.86616
120 	 150 	 0.4896968     	   1.11935973333     	    58.44815
120 	 165 	 0.4704669     	   1.11441433527     	    58.05786
120 	 180 	 0.453908     	   1.1101733557     	    57.72209
120 	 195 	 0.4411661     	   1.10692095728     	    57.46401
120 	 210 	 0.4331365     	   1.1048762799     	    57.30159
120 	 225 	 0.4303931     	   1.10417855968     	    57.24614
120 	 240 	 0.4331365     	   1.1048762799     	    57.30159
120 	 255 	 0.4411661     	   1.10692095728     	    57.46401
120 	 270 	 0.453908     	   1.1101733557     	    57.72208
120 	 285 	 0.4704669     	   1.11441433527     	    58.05785
120 	 300 	 0.4896968     	   1.11935973333     	    58.44814
120 	 315 	 0.510288     	   1.124679554     	    58.86615
120 	 330 	 0.5308399     	   1.13001443169     	    59.28332
120 	 345 	 0.5499536     	   1.13499868929     	    59.67128
120 	 360 	 0.5663323     	   1.1392872313     	    60.00379
135 	 0 	 -1.161005     	   0.76541946085     	    60.29527
135 	 15 	 -1.138976     	   0.769311810868     	    60.6006
135 	 30 	 -1.125119     	   0.771770368199     	    60.79203
135 	 45 	 -1.120392     	   0.772610845062     	    60.85723
135 	 60 	 -1.125119     	   0.771770368199     	    60.79204
135 	 75 	 -1.138976     	   0.769311810868     	    60.60061
135 	 90 	 -1.161005     	   0.76541946085     	    60.29528
135 	 105 	 -1.189681     	   0.76038212683     	    59.89586
135 	 120 	 -1.223021     	   0.754567159881     	    59.42862
135 	 135 	 -1.258728     	   0.74838866309     	    58.9247
135 	 150 	 -1.294356     	   0.742274258815     	    58.4182
135 	 165 	 -1.327485     	   0.736633558606     	    57.94388
135 	 180 	 -1.355882     	   0.731832681667     	    57.53474
135 	 195 	 -1.377644     	   0.72817472422     	    57.21964
135 	 210 	 -1.391312     	   0.725886634563     	    57.02103
135 	 225 	 -1.395973     	   0.725108005585     	    56.95319
135 	 240 	 -1.391313     	   0.725886467421     	    57.02103
135 	 255 	 -1.377644     	   0.72817472422     	    57.21963
135 	 270 	 -1.355882     	   0.731832681667     	    57.53473
135 	 285 	 -1.327485     	   0.736633558606     	    57.94386
135 	 300 	 -1.294357     	   0.7422740879     	    58.41818
135 	 315 	 -1.258729     	   0.748388490767     	    58.92468
135 	 330 	 -1.223022     	   0.754566986136     	    59.4286
135 	 345 	 -1.189682     	   0.760381951746     	    59.89584
135 	 360 	 -1.161005     	   0.76541946085     	    60.29527
150 	 0 	 -4.106625     	   0.388452123597     	    60.86708
150 	 15 	 -4.067928     	   0.391928820037     	    61.28522
150 	 30 	 -4.043538     	   0.394136086475     	    61.54653
150 	 45 	 -4.03521     	   0.394892604137     	    61.63539
150 	 60 	 -4.043538     	   0.394136086475     	    61.54654
150 	 75 	 -4.067928     	   0.391928820037     	    61.28524
150 	 90 	 -4.106624     	   0.388452213042     	    60.86709
150 	 105 	 -4.156856     	   0.383985124306     	    60.31761
150 	 120 	 -4.215051     	   0.378874084534     	    59.67122
150 	 135 	 -4.277111     	   0.373498532686     	    58.96974
150 	 150 	 -4.338741     	   0.368235708032     	    58.26009
150 	 165 	 -4.395757     	   0.363432950593     	    57.59143
150 	 180 	 -4.444383     	   0.359386450982     	    57.01152
150 	 195 	 -4.481475     	   0.35633009202     	    56.56293
150 	 210 	 -4.504692     	   0.35443026545     	    56.27932
150 	 225 	 -4.512593     	   0.353786046404     	    56.1823
150 	 240 	 -4.504693     	   0.354430183839     	    56.27932
150 	 255 	 -4.481476     	   0.356330009972     	    56.56292
150 	 270 	 -4.444383     	   0.359386450982     	    57.01151
150 	 285 	 -4.395757     	   0.363432950593     	    57.59142
150 	 300 	 -4.338742     	   0.368235623243     	    58.26007
150 	 315 	 -4.277112     	   0.373498446685     	    58.96972
150 	 330 	 -4.215051     	   0.378874084534     	    59.6712
150 	 345 	 -4.156857     	   0.38398503589     	    60.31759
150 	 360 	 -4.106625     	   0.388452123597     	    60.86708
165 	 0 	 -9.630467     	   0.108881300619     	    62.5424
165 	 15 	 -9.545113     	   0.111042364261     	    63.29984
165 	 30 	 -9.491199     	   0.112429453593     	    63.76883
165 	 45 	 -9.472768     	   0.11290760624     	    63.92754
165 	 60 	 -9.491199     	   0.112429453593     	    63.76885
165 	 75 	 -9.545112     	   0.111042389829     	    63.29986
165 	 90 	 -9.630466     	   0.10888132569     	    62.54242
165 	 105 	 -9.74085     	   0.106148778276     	    61.53402
165 	 120 	 -9.867994     	   0.103086216425     	    60.32888
165 	 135 	 -10.00249     	   0.0999426820642     	    58.99813
165 	 150 	 -10.13465     	   0.0969471396316     	    57.62801
165 	 165 	 -10.25539     	   0.094288993537     	    56.31546
165 	 180 	 -10.35699     	   0.0921087736329     	    55.16057
165 	 195 	 -10.43352     	   0.090499879303     	    54.25693
165 	 210 	 -10.48094     	   0.0895170991086     	    53.68112
165 	 225 	 -10.49698     	   0.0891870912367     	    53.48334
165 	 240 	 -10.48094     	   0.0895170991086     	    53.68111
165 	 255 	 -10.43352     	   0.090499879303     	    54.25692
165 	 270 	 -10.35699     	   0.0921087736329     	    55.16055
165 	 285 	 -10.2554     	   0.0942887764288     	    56.31542
165 	 300 	 -10.13465     	   0.0969471396316     	    57.62797
165 	 315 	 -10.00249     	   0.0999426820642     	    58.99808
165 	 330 	 -9.867996     	   0.103086168952     	    60.32883
165 	 345 	 -9.74085     	   0.106148778276     	    61.53398
165 	 360 	 -9.630467     	   0.108881300619     	    62.5424
180 	 0 	 -32.21944     	   0.000599868421162     	    114.9054
180 	 15 	 -30.45852     	   0.000899804166885     	    114.9054
180 	 30 	 -29.51024     	   0.00111937602275     	    114.9054
180 	 45 	 -29.20911     	   0.00119974514182     	    114.9054
180 	 60 	 -29.51023     	   0.00111937860021     	    114.9054
180 	 75 	 -30.45849     	   0.000899810382534     	    114.9055
180 	 90 	 -32.21939     	   0.000599875327442     	    114.9056
180 	 105 	 -35.22968     	   0.000299938351359     	    114.9057
180 	 120 	 -40.94913     	   8.03687104602e-05     	    114.9061
180 	 135 	 -136.8696     	   2.05607995923e-14     	    -175.1846
180 	 150 	 -40.94922     	   8.03670449753e-05     	    -65.09557
180 	 165 	 -35.22971     	   0.000299936279465     	    -65.09515
180 	 180 	 -32.2194     	   0.000599873946179     	    -65.095
180 	 195 	 -30.45848     	   0.000899812454426     	    -65.09493
180 	 210 	 -29.51021     	   0.00111938375516     	    -65.09489
180 	 225 	 -29.20908     	   0.00119975342939     	    -65.09487
180 	 240 	 -29.5102     	   0.00111938633263     	    -65.09485
180 	 255 	 -30.45845     	   0.000899818670132     	    -65.09484
180 	 270 	 -32.21935     	   0.000599880852523     	    -65.09485
180 	 285 	 -35.22962     	   0.000299942495189     	    -65.09488
