"Source Name","Association","RA","Dec","Classification (code)","TEV Cat","TEV Association","Classification","Light Curve(Likelihood)","Spectrum","DataAccess"
"3FGL J0940.7-6102","MRC 0939-608","145.188","-61.0466","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J0940.9-1337","TXS 0938-133","145.243","-13.6183","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J0941.0+6151",,"145.275","61.866",,"N",,"Unassociated","Link","Link","Link"
"3FGL J0941.6+2727","MG2 J094148+2728","145.423","27.451","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J0942.1-0756","PMN J0942-0800","145.541","-7.9431","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J0945.9+5756","GB6 J0945+5757","146.483","57.9425","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J0946.2+0103","RXS J094620.5+010459","146.573","1.0651","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J0946.2+5209",,"146.574","52.1505",,"N",,"Unassociated","Link","Link","Link"
"3FGL J0946.5+1017","TXS 0943+105","146.636","10.2881","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J0947.1-2542","1RXS J094709.2-254056","146.789","-25.7087","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J0948.1-3641",,"147.036","-36.6931",,"N",,"Unassociated","Link","Link","Link"
"3FGL J0948.6+4041","4C +40.24","147.17","40.6959","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J0948.8-4243",,"147.204","-42.7211",,"N",,"Unassociated","Link","Link","Link"
"3FGL J0948.8+0021","PMN J0948+0022","147.223","0.3629","NLSY1","N",,"Narrow line Seyfert 1","Link","Link","Link"
"3FGL J0950.1+4554","RX J0950.2+4553","147.535","45.9035","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J0950.4+7550",,"147.61","75.8495",,"N",,"Unassociated","Link","Link","Link"
"3FGL J0952.8+0711",,"148.217","7.1991",,"N",,"Unassociated","Link","Link","Link"
"3FGL J0953.0-0839","PMN J0953-0840","148.255","-8.6635","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J0953.1-7657c","1RXS J095306.1-765755","148.293","-76.9629","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J0953.7-1510",,"148.429","-15.1745",,"N",,"Unassociated","Link","Link","Link"
"3FGL J0954.2+4913","1ES 0950+495","148.555","49.2204","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J0954.8-3948",,"148.712","-39.8087",,"N",,"Unassociated","Link","Link","Link"
"3FGL J0955.4+6940","M 82","148.87","69.6732","sbg","P","M 82","Starburst galaxy","Link","Link","Link"
"3FGL J0955.6-6148","PSR J0955-61","148.913","-61.8142","psr","N",,"Pulsar","Link","Link","Link"
"3FGL J0956.6+2515","OK 290","149.154","25.2664","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J0956.7-6441","AT20G J095612-643928","149.185","-64.6928","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J0957.4+4728","OK 492","149.369","47.4723","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J0957.5-1351","PMN J0957-1350","149.383","-13.8627","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J0957.6+5523","4C +55.17","149.413","55.3866","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J0958.3-0318","1RXS J095806.4-031729","149.585","-3.3028","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J0958.4-6752","1RXS J095812.8-675241","149.6","-67.8743","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J0958.6+6534","S4 0954+65","149.66","65.5667","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J0958.6-2447","TXS 0956-244","149.669","-24.7977","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J0959.7+2124","RX J0959.4+2123","149.927","21.4138","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1001.0+2913","GB6 J1001+2911","150.251","29.2258","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1002.0-2837",,"150.503","-28.6281",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1002.3+2220","1RXS J100235.8+221609","150.599","22.3385","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1002.5-5709",,"150.646","-57.1629",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1003.6+2608","PKS 1000+26","150.92","26.1372","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1003.7-5215",,"150.947","-52.2521",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1005.0-4959","PMN J1006-5018","151.261","-49.9862","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1006.7+3453","EXO 1004.0+3509","151.695","34.8928","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1006.7-2159","PKS 1004-217","151.7","-21.9854","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1007.4-3334","PKS 1005-333","151.875","-33.5759","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1007.8+0026","PKS 1005+007","151.964","0.4415","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1007.9+0621","MG1 J100800+0621","151.986","6.3583","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1008.6-5706",,"152.172","-57.1129",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1008.9-2910","PMN J1008-2912","152.229","-29.174","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1009.0-3137","PKS 1006-313","152.251","-31.624","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1010.2-3120","1RXS J101015.9-311909","152.572","-31.3395","bll","P","1RXS J101015.9-311909","BL LAC","Link","Link","Link"
"3FGL J1010.8-7645c",,"152.71","-76.7555",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1010.8-0158","PKS 1008-01","152.713","-1.9759","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1012.0-4235","PSR J1012-42","153.022","-42.5982","psr","N",,"Pulsar","Link","Link","Link"
"3FGL J1012.2+0631","NRAO 350","153.072","6.5235","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1012.6+2439","MG2 J101241+2439","153.152","24.6595","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1012.7+4229","B3 1009+427","153.184","42.4937","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1013.4-4008",,"153.367","-40.1499",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1013.5+3440","OL 318","153.383","34.6784","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1013.6-5734",,"153.412","-57.5694",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1014.2+4115","GB6 J1014+4112","153.56","41.2535","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1015.0+4925","1H 1013+498","153.771","49.4326","bll","P","1ES 1011+496","BL LAC","Link","Link","Link"
"3FGL J1015.2-4512","PMN J1014-4508","153.807","-45.2131","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1016.0+0513","TXS 1013+054","154.003","5.2167","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1016.0-0635","NVSS J101626-063624","154.022","-6.5903","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1016.1+5555","TXS 1012+560","154.034","55.9224","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1016.3-5858","PSR J1016-5857","154.079","-58.9671","PSR","E","HESS J1018-589","Pulsar","Link","Link","Link"
"3FGL J1016.5-6034",,"154.135","-60.5764",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1016.6-4244",,"154.164","-42.7457",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1016.9-2653",,"154.246","-26.8979",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1018.1+1904","NVSS J101808+190614","154.526","19.0756","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1018.2-6254",,"154.559","-62.9049",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1018.3+3542","B2 1015+35B","154.582","35.7125","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1018.4-3119","PKS 1016-311","154.612","-31.3231","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1018.5+0530","TXS 1015+057","154.628","5.5031","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1018.8+5913","TXS 1015+594","154.719","59.2308","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1018.9-5856","1FGL J1018.6-5856","154.73","-58.9456","HMB","E","HESS J1018-589","High-mass binary","Link","Link","Link"
"3FGL J1020.0-5749","PSR J1019-5749","155","-57.8172","PSR","N",,"Pulsar","Link","Link","Link"
"3FGL J1020.0+6323","GB6 J1019+6319","155.023","63.3844","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1021.8+8023","NVSS J102201+802350","155.47","80.385","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1021.9-5815c",,"155.484","-58.2649",,"N",,"Unassociated","Link","Link","Link"
"3FGL J1022.3-4234","PMN J1022-4232","155.598","-42.578","bcu","N",,"Blazar candidate","Link","Link","Link"
"3FGL J1022.8-0113","RX J1022.7-0112","155.704","-1.2239","bll","N",,"BL LAC","Link","Link","Link"
"3FGL J1023.1+3952","4C +40.25","155.779","39.8734","fsrq","N",,"FSRQ","Link","Link","Link"
"3FGL J1023.1-5745","LAT PSR J1023-5746","155.79","-57.7592","PSR","E","Westerlund 2","Pulsar","Link","Link","Link"
