"Source Name","Association","RA","Dec","Classification (code)","TEV Cat","TEV Association"
"3FGL J1823.6-3453","NVSS J182338-345412","275.9085","-34.8949","bcu","N",""
"3FGL J1823.7-3019","PSR J1823-3021A","275.927","-30.3287","PSR","N",""
"3FGL J1824.0+1017","PSR J1824+10","276.0221","10.2908","psr","N",""
"3FGL J1824.2-5427","","276.0516","-54.4517","","N",""
"3FGL J1824.2+5649","4C +56.27","276.0578","56.8329","bll","N",""
"3FGL J1824.3-0620","","276.0988","-6.3395","","N",""
"3FGL J1824.4+4310","1RXS J182418.7+430954","276.1022","43.169","bcu","N",""
"3FGL J1824.5-1351e","HESS J1825-137","276.1298","-13.8521","PWN","E","HESS J1825-137"
"3FGL J1824.6-2451","PSR J1824-2452A","276.1598","-24.8603","PSR","N",""
"3FGL J1825.2-5230","PKS 1821-525","276.3207","-52.5093","bcu","N",""
"3FGL J1826.1-1256","LAT PSR J1826-1256","276.5375","-12.943","PSR","N",""
"3FGL J1826.2-1450","LS 5039","276.5684","-14.8473","HMB","P","LS 5039"
"3FGL J1827.3-1446","","276.834","-14.7672","","N",""
"3FGL J1827.6-0846","","276.908","-8.7706","","N",""
"3FGL J1827.7+1141","","276.9254","11.6971","","N",""
"3FGL J1828.4-1121","","277.1094","-11.3632","spp","N",""
"3FGL J1828.9-2417","1RXS J182853.8-241746","277.2454","-24.2917","bcu","N",""
"3FGL J1829.2+3229","","277.3064","32.4977","","N",""
"3FGL J1829.2+2731","","277.3132","27.5254","","N",""
"3FGL J1829.2-1504","","277.321","-15.0827","","N",""
"3FGL J1829.3-0135c","","277.3325","-1.5902","","N",""
"3FGL J1829.4+5402","1RXS J182925.7+540255","277.3513","54.0493","bll","N",""
"3FGL J1829.6+4844","3C 380","277.4135","48.7488","ssrq","N",""
"3FGL J1829.7-1304","","277.4406","-13.0706","spp","N",""
"3FGL J1829.8+1328","MG1 J183001+1323","277.464","13.4696","bll","N",""
"3FGL J1829.9-0203c","","277.4883","-2.0541","","N",""
"3FGL J1830.0-4439","PMN J1830-4441","277.5074","-44.6576","bcu","N",""
"3FGL J1830.1+0617","TXS 1827+062","277.5375","6.2916","fsrq","N",""
"3FGL J1830.7-1630","","277.6982","-16.5143","","N",""
"3FGL J1830.8-3136","","277.7106","-31.6027","","N",""
"3FGL J1831.0-2714","PMN J1831-2714","277.7632","-27.2348","bcu","N",""
"3FGL J1831.6-6503","","277.9186","-65.0656","","N",""
"3FGL J1831.7-0230","","277.9421","-2.5007","","N",""
"3FGL J1831.7-0157c","","277.9477","-1.9614","","N",""
"3FGL J1832.4-5659","PMN J1832-5659","278.1166","-56.9956","bll","N",""
"3FGL J1833.5-1033","PSR J1833-1034","278.394","-10.5602","PSR","N",""
"3FGL J1833.6-2103","PKS 1830-211","278.4107","-21.0569","fsrq","N",""
"3FGL J1833.9-0711","","278.4798","-7.193","spp","N",""
"3FGL J1834.5-0841","W 41","278.6288","-8.6838","snr","E","HESS J1834-087"
"3FGL J1834.6-0659","","278.6646","-6.9897","spp","N",""
"3FGL J1834.8-0630c","","278.7126","-6.5107","","N",""
"3FGL J1835.4+1349","TXS 1833+137","278.859","13.826","bcu","N",""
"3FGL J1835.7-3258","NGC 6652","278.9444","-32.9705","glc","N",""
"3FGL J1836.2+5925","LAT PSR J1836+5925","279.0611","59.4306","PSR","N",""
"3FGL J1836.3+3137","RX J1836.2+3136","279.0979","31.6221","bll","N",""
"3FGL J1836.5-0655e","HESS J1837-069","279.14","-6.92","PWN","E","HESS J1837-069"
"3FGL J1837.3-2403","","279.3302","-24.0596","","N",""
"3FGL J1837.6-0717","","279.4025","-7.2968","","N",""
"3FGL J1837.9-0607","PSR J1837-0604","279.4877","-6.1258","PSR","N",""
"3FGL J1838.1+3827","","279.5498","38.4634","","N",""
"3FGL J1838.5-6006","SUMSS J183806-600033","279.636","-60.1105","bcu","N",""
"3FGL J1838.8+4802","GB6 J1838+4802","279.7015","48.0371","bll","N",""
"3FGL J1838.9-0646","","279.728","-6.7756","","N",""
"3FGL J1838.9-0537","LAT PSR J1838-0537","279.7325","-5.6258","PSR","N",""
"3FGL J1839.3-0552","","279.848","-5.8816","","N",""
"3FGL J1839.9+7646","","279.9998","76.7829","","N",""
"3FGL J1840.1-0412","","280.0387","-4.2144","spp","N",""
"3FGL J1840.5+6116","","280.1297","61.2831","","N",""
"3FGL J1840.9-0532e","HESS J1841-055","280.23","-5.55","PWN","E","HESS J1841-055"
"3FGL J1841.2+2910","MG3 J184126+2910","280.3014","29.1829","bcu","N",""
"3FGL J1841.7+3218","RX J1841.7+3218","280.4419","32.313","bll","N",""
"3FGL J1842.2+2742","","280.563","27.7026","","N",""
"3FGL J1842.3-5841","1RXS J184230.6-584202","280.5937","-58.6875","bcu","N",""
"3FGL J1842.8+6810","S4 1842+68","280.7035","68.1802","fsrq","N",""
"3FGL J1843.0-0359c","","280.7616","-3.9892","","N",""
"3FGL J1843.6-1114","PSR J1843-1113","280.9153","-11.2378","PSR","N",""
"3FGL J1843.7-0322","","280.9282","-3.3772","","N",""
"3FGL J1844.1+5709","TXS 1843+571","281.0433","57.1611","bll","N",""
"3FGL J1844.3+1547","NVSS J184425+154646","281.0834","15.7858","bcu","N",""
"3FGL J1844.3-0344","","281.0997","-3.7468","","N",""
"3FGL J1844.7-1224","","281.182","-12.4132","","N",""
"3FGL J1845.5-2524","","281.387","-25.4096","","N",""
"3FGL J1846.3+0919","LAT PSR J1846+0919","281.596","9.3323","PSR","N",""
"3FGL J1848.1-4230","PMN J1848-4230","282.0459","-42.5127","bcu","N",""
"3FGL J1848.4+3216","B2 1846+32A","282.1073","32.2824","FSRQ","N",""
"3FGL J1848.4-0141","","282.1183","-1.6927","","E","HESS J1848-018"
"3FGL J1848.6+3232","","282.1572","32.5445","","N",""
"3FGL J1848.9+4247","RGB J1848+427","282.2255","42.7914","bll","N",""
"3FGL J1849.2+6705","S4 1849+67","282.3241","67.0928","FSRQ","N",""
"3FGL J1849.3-1645","1RXS J184919.7-164726","282.3349","-16.7642","bcu","N",""
"3FGL J1849.4-0057","3C 391","282.3554","-0.9518","snr","N",""
"3FGL J1849.4-4312","PMN J1849-4314","282.3631","-43.2067","bll","N",""
"3FGL J1849.5+2751","MG2 J184929+2748","282.3782","27.8567","bll","N",""
"3FGL J1849.5-0124c","","282.3965","-1.4132","","N",""
"3FGL J1850.5-0024","","282.6321","-0.4049","","N",""
"3FGL J1851.2+0423","","282.8047","4.391","","N",""
"3FGL J1852.4+4856","S4 1851+48","283.1084","48.9469","fsrq","N",""
"3FGL J1852.8+0158","","283.2091","1.9722","","N",""
"3FGL J1853.2+0006","PSR J1853-0004","283.3013","0.1086","psr","N",""
"3FGL J1855.1-6008","PMN J1854-6009","283.7798","-60.1419","bcu","N",""
"3FGL J1855.1-2243","NGC 6717","283.796","-22.7169","glc","N",""
"3FGL J1855.4+0454","","283.8564","4.9116","","N",""
"3FGL J1855.6+0753","","283.9106","7.8834","","N",""
"3FGL J1855.9+0121e","W44","283.99","1.355","SNR","N",""
"3FGL J1856.1-1217","","284.0323","-12.2999","","N",""
"3FGL J1857.0-7341","","284.2527","-73.6866","","N",""
"3FGL J1857.2+0059","","284.3095","0.9863","","N",""
"3FGL J1857.8+0129c","","284.4712","1.4978","","N",""
"3FGL J1857.9+0355","","284.4888","3.9278","","N",""
"3FGL J1857.9+0210","","284.4902","2.1704","","E","HESS J1858+020"
"3FGL J1857.9+7319","","284.4904","73.3266","","N",""
"3FGL J1857.9+5549","","284.5","55.8252","","N",""
"3FGL J1858.0-5423","","284.5008","-54.3915","","N",""
"3FGL J1858.2-2215","PSR J1858-2216","284.5588","-22.2503","PSR","N",""
"3FGL J1858.4-2509","PMN J1858-2511","284.6011","-25.1543","bcu","N",""
"3FGL J1859.6+0102","","284.9152","1.0354","","N",""
"3FGL J1900.3+0411c","","285.0975","4.1925","","N",""
"3FGL J1900.8+0337","","285.2048","3.623","","N",""
"3FGL J1901.1+0728","","285.2958","7.4756","","N",""
"3FGL J1901.5-0126","","285.3994","-1.4481","","N",""
"3FGL J1902.0-5107","PSR J1902-5105","285.5135","-51.125","PSR","N",""
"3FGL J1902.3-3702c","","285.5791","-37.0426","","N",""
"3FGL J1902.6+0655","","285.6571","6.9318","","N",""
"3FGL J1902.9-6745","PMN J1903-6749","285.7429","-67.753","fsrq","N",""
"3FGL J1903.2+5541","TXS 1902+556","285.8214","55.6852","bll","N",""
"3FGL J1903.6-7052","PSR J1903-7051","285.9164","-70.8793","PSR","N",""
"3FGL J1903.9+0052","","285.998","0.8696","","N",""
"3FGL J1904.5+3627","MG2 J190411+3627","286.1383","36.4592","bcu","N",""
"3FGL J1904.7-0708","","286.198","-7.1382","","N",""
"3FGL J1904.9+0818","","286.2431","8.306","","N",""
"3FGL J1906.6+0720","","286.6714","7.3339","","N",""
"3FGL J1907.9+0602","LAT PSR J1907+0602","286.9864","6.0393","PSR","E","MGRO J1908+06"
"3FGL J1908.8-0130","NVSS J190836-012642","287.2021","-1.5166","bcu","N",""
"3FGL J1908.9+1022","","287.228","10.3749","","N",""
"3FGL J1910.7-6000","NGC 6752","287.695","-60.0005","glc","N",""
"3FGL J1910.8+2855","1RXS J191053.2+285622","287.7247","28.9291","bcu","N",""
"3FGL J1910.9+0906","W 49B","287.7442","9.1005","snr","N",""
"3FGL J1911.1-5318","","287.7949","-53.3026","","N",""
"3FGL J1911.2-2006","PKS B1908-201","287.8021","-20.1117","fsrq","N",""
"3FGL J1911.4-1908","PMN J1911-1908","287.8588","-19.1366","bcu","N",""
"3FGL J1911.7+0307","","287.9311","3.1301","","N",""
"3FGL J1912.0-0804","PMN J1912-0804","288.0226","-8.0801","bcu","N",""
"3FGL J1912.6-1223","TXS 1909-124","288.1645","-12.3975","bcu","N",""
"3FGL J1912.7+4610","","288.1782","46.1721","","N",""
"3FGL J1912.9-8008","PKS 1903-80","288.2343","-80.1495","fsrq","N",""
"3FGL J1913.0+0910","PSR J1913+0904","288.2607","9.182","PSR","N",""
"3FGL J1913.5-3631","PMN J1913-3630","288.385","-36.5326","bcu","N",""
"3FGL J1913.9+4441","1RXS J191401.9+443849","288.4958","44.6909","bcu","N",""
"3FGL J1915.2+0954","","288.8022","9.9084","","N",""
"3FGL J1915.9+1112","","288.9996","11.2162","spp","N",""
"3FGL J1917.1-3024","","289.2885","-30.4166","","N",""
"3FGL J1917.7-1921","1H 1914-194","289.4428","-19.3658","bll","N",""
"3FGL J1918.0+3750","1RXS J191810.2+375315","289.5005","37.8426","bcu","N",""
"3FGL J1918.2-4110","PMN J1918-4111","289.5691","-41.176","bll","N",""
"3FGL J1919.0+0452","","289.7607","4.8739","","N",""
"3FGL J1919.9+1407","","289.9807","14.1179","","N",""
"3FGL J1921.2+0136","PSR J1921+01","290.3066","1.6072","psr","N",""
"3FGL J1921.2+1506","","290.3076","15.1095","","N",""
"3FGL J1921.2-1232","TXS 1918-126","290.3156","-12.5496","bll","N",""
"3FGL J1921.6+1934","","290.4071","19.5813","","N",""
"3FGL J1921.9-1607","PMN J1921-1607","290.4856","-16.1239","bll","N",""
"3FGL J1922.2+2313","","290.5654","23.226","","N",""
"3FGL J1923.2+1408e","W51C","290.818","14.145","SNR","E","W 51"
"3FGL J1923.2-7452","","290.82","-74.8817","","N",""
"3FGL J1923.5-2104","TXS 1920-211","290.8854","-21.0726","fsrq","N",""
"3FGL J1924.8-1034","","291.2093","-10.5818","","N",""
"3FGL J1924.8-2914","PKS B1921-293","291.2191","-29.2348","fsrq","N",""
"3FGL J1924.9+2817","NVSS J192502+281542","291.2367","28.2998","bcu","N",""
"3FGL J1925.4+1605","","291.3535","16.0962","","N",""
"3FGL J1925.4+1727","","291.3732","17.4632","","N",""
"3FGL J1925.7+1228","TXS 1923+123","291.4285","12.4672","bcu","N",""
"3FGL J1925.8-7826","","291.4505","-78.4377","","N",""
"3FGL J1926.8+6154","1RXS J192649.5+615445","291.7073","61.9017","bll","N",""
"3FGL J1927.7+6118","S4 1926+61","291.9276","61.3077","bll","N",""
"3FGL J1928.4+1838","","292.1131","18.6336","","N",""
"3FGL J1928.9+1739","","292.2367","17.6567","","N",""
"3FGL J1931.1+1659","","292.7789","16.9912","","N",""
"3FGL J1931.1+0937","RX J1931.1+0937","292.7834","9.6305","bll","N",""
"3FGL J1932.2+1916","LAT PSR J1932+1916","293.0581","19.2676","PSR","N",""
"3FGL J1932.6-4537","PKS 1929-457","293.1696","-45.6281","fsrq","N",""
"3FGL J1933.4+0727","1RXS J193320.3+072616","293.3514","7.4641","bcu","N",""
"3FGL J1934.2+6002","","293.5502","60.0399","","N",""
"3FGL J1935.2-7924c","","293.8026","-79.4077","","N",""
"3FGL J1935.5+8355","6C B194425+834912","293.8975","83.927","bcu","N",""
"3FGL J1936.6-4215","","294.1642","-42.266","","N",""
"3FGL J1936.9-4719","PMN J1936-4719","294.2451","-47.3286","bll","N",""
"3FGL J1937.0-3956","PKS 1933-400","294.2744","-39.9397","fsrq","N",""
"3FGL J1939.6-4925","SUMSS J193946-492539","294.9205","-49.4297","bcu","N",""
"3FGL J1941.2-6210","PKS 1936-623","295.3025","-62.1748","bcu","N",""
"3FGL J1941.8+7218","87GB 194202.1+721428","295.4521","72.316","bcu","N",""
"3FGL J1942.7+1033","1RXS J194246.3+103339","295.6933","10.55","bcu","N",""
"3FGL J1943.2-3510","1RXS J194306.8-351001","295.817","-35.1679","bll","N",""
"3FGL J1943.8+2518","","295.9706","25.3031","","N",""
"3FGL J1944.0-0535","","296.0","-5.5906","","N",""
"3FGL J1944.1+3919","","296.0394","39.3246","","N",""
"3FGL J1944.1-4523","1RXS J194422.6-452326","296.0453","-45.3984","bcu","N",""
"3FGL J1944.8+4300","","296.2216","43.0047","","N",""
"3FGL J1945.3+7329","","296.3442","73.49","","N",""
"3FGL J1945.9-3115","PKS 1942-313","296.4863","-31.2628","bll","N",""
"3FGL J1946.4-5403","","296.6144","-54.057","","N",""
"3FGL J1947.4-1121","","296.8574","-11.3544","","N",""
"3FGL J1947.9-0743","","296.9787","-7.7198","","N",""
"3FGL J1948.1-7059","","297.0367","-70.9887","","N",""
"3FGL J1949.0+1312","87GB 194635.4+130713","297.2568","13.2095","bcu","N",""
"3FGL J1949.3+2433","","297.3289","24.565","","N",""
"3FGL J1949.4-6140","PMN J1949-6137","297.3637","-61.6795","bcu","N",""
"3FGL J1949.5-1454","","297.3944","-14.9142","","N",""
"3FGL J1949.6+2355","","297.4097","23.925","","N",""
"3FGL J1949.7-8109","","297.4376","-81.1644","","N",""
"3FGL J1950.2+1215","","297.5591","12.2551","","N",""
"3FGL J1951.3+6909","","297.8327","69.1557","","N",""
"3FGL J1951.6+2926","","297.9063","29.4498","spp","N",""
"3FGL J1951.8-1102","","297.9685","-11.0336","","N",""
"3FGL J1952.9+3253","PSR J1952+3252","298.25","32.8932","PSR","N",""
"3FGL J1953.3+3847","","298.3291","38.798","","N",""
"3FGL J1953.4+7653","","298.3618","76.89","","N",""
"3FGL J1954.2+2836","LAT PSR J1954+2836","298.574","28.6051","PSR","N",""
"3FGL J1954.8-1122","TXS 1951-115","298.7023","-11.3771","fsrq","N",""
"3FGL J1954.9-5640","1RXS J195503.1-564031","298.7433","-56.6756","bcu","N",""
"3FGL J1955.0-1605","1RXS J195500.6-160328","298.7512","-16.0908","bcu","N",""
"3FGL J1955.1+1357","87GB 195252.4+135009","298.7966","13.9544","fsrq","N",""
"3FGL J1955.7-7019","","298.9484","-70.3218","","N",""
"3FGL J1955.9+0212","NVSS J195547+021514","298.9768","2.2063","bcu","N",""
"3FGL J1957.0-3234","PKS 1953-325","299.2515","-32.5829","fsrq","N",""
"3FGL J1957.7+5034","LAT PSR J1957+5033","299.4342","50.5702","PSR","N",""
"3FGL J1957.9-0712","","299.4839","-7.2108","","N",""
"3FGL J1958.0-3847","PKS 1954-388","299.5182","-38.7843","fsrq","N",""
"3FGL J1958.1+2436","","299.5259","24.6144","","N",""
"3FGL J1958.1-0243","","299.5274","-2.7214","","N",""
"3FGL J1958.2-1413","","299.568","-14.2223","","N",""
"3FGL J1958.2-3011","1RXS J195815.6-301119","299.5747","-30.19","bll","N",""
"3FGL J1958.6+2845","LAT PSR J1958+2846","299.6632","28.7624","PSR","N",""
"3FGL J1958.6+3844","","299.6743","38.7454","","N",""
"3FGL J1959.1-4245","PMN J1959-4246","299.7806","-42.7604","fsrq","N",""
"3FGL J1959.5+2047","PSR J1959+2048","299.8926","20.7978","PSR","N",""
"3FGL J1959.8-4725","SUMSS J195945-472519","299.9637","-47.4277","bcu","N",""
"3FGL J2000.0+6509","1ES 1959+650","300.0157","65.1544","bll","P","1ES 1959+650"
"3FGL J2000.1+4212","MG4 J195957+4213","300.0288","42.2095","bcu","N",""
"3FGL J2000.4-2926","PMN J2000-2931","300.1076","-29.444","fsrq","N",""
"3FGL J2001.0-1750","PKS 1958-179","300.2589","-17.8451","fsrq","N",""
"3FGL J2001.1+4352","MG4 J200112+4352","300.2971","43.8797","bll","P","MAGIC J2001+435"
"3FGL J2001.8+7041","TXS 2001+705","300.4576","70.6923","bll","N",""
"3FGL J2002.7+6303","1RXS J200245.4+630226","300.6965","63.0568","bcu","N",""
"3FGL J2004.4+3338","","301.1032","33.6451","","N",""
"3FGL J2004.8+7003","1RXS J200504.0+700445","301.2195","70.0597","bll","N",""
"3FGL J2005.2+7752","S5 2007+77","301.3098","77.8811","bll","N",""
"3FGL J2005.7-8241","","301.438","-82.699","","N",""
"3FGL J2006.0-2311","TXS 2002-233","301.5063","-23.1934","fsrq","N",""
"3FGL J2006.5-0939","","301.6278","-9.6661","","N",""
"3FGL J2006.6+0150","","301.6594","1.846","","N",""
"3FGL J2007.3+6605","TXS 2007+659","301.8349","66.0925","fsrq","N",""
"3FGL J2007.7-7728","PKS 2000-776","301.9487","-77.4748","bcu","N",""
"3FGL J2007.8-4429","PKS 2004-447","301.9708","-44.4982","nlsy1","N",""
"3FGL J2009.2-1458","","302.3037","-14.9776","","N",""
"3FGL J2009.3-4849","PKS 2005-489","302.3495","-48.8277","BLL","P","PKS 2005-489"
"3FGL J2010.0-2120","","302.5056","-21.3343","","N",""
"3FGL J2010.3+7228","4C +72.28","302.5755","72.4667","bll","N",""
"3FGL J2011.1+4203","","302.7985","42.0556","","N",""
"3FGL J2012.0+4629","7C 2010+4619","303.0024","46.4965","bll","N",""
"3FGL J2012.1-1643","PMN J2012-1646","303.0334","-16.7213","bll","N",""
"3FGL J2014.3-0047","PMN J2014-0047","303.5752","-0.7938","bll","N",""
"3FGL J2014.4+3606","","303.6149","36.1091","spp","N",""
"3FGL J2014.5+0648","NVSS J201431+064849","303.6407","6.8096","bcu","N",""
"3FGL J2014.5+5246","","303.6487","52.769","","N",""
"3FGL J2014.9+1623","4C +16.67","303.7433","16.3978","bcu","N",""
"3FGL J2015.2-0138","PKS 2012-017","303.8125","-1.647","bll","N",""
"3FGL J2015.3-1431","","303.8495","-14.5315","","N",""
"3FGL J2015.6+3709","MG2 J201534+3710","303.9083","37.1606","FSRQ","P","VER J2016+371"
"3FGL J2016.4-0905","PMN J2016-0903","304.1023","-9.0836","bll","N",""
"3FGL J2017.3+0602","PSR J2017+0603","304.3492","6.0483","PSR","N",""
"3FGL J2017.6-4110","1RXS J201731.2-411452","304.4053","-41.1701","bcu","N",""
"3FGL J2017.6-1616","PSR J2017-16","304.4246","-16.2686","psr","N",""
"3FGL J2017.9+3627","","304.4847","36.4591","","E","MGRO J2019+37"
"3FGL J2018.5+3851","TXS 2016+386","304.632","38.8599","bcu","N",""
"3FGL J2018.6+4213","","304.6747","42.2304","","N",""
"3FGL J2021.0+4031e","Gamma Cygni","305.27","40.52","SNR","E","VER J2019+407"
"3FGL J2021.1+3651","PSR J2021+3651","305.2779","36.8612","PSR","E","MGRO J2019+37"
"3FGL J2021.5+4026","LAT PSR J2021+4026","305.3856","40.4477","PSR","N",""
"3FGL J2021.9+0630","87GB 201926.8+061922","305.4847","6.5025","bll","N",""
"3FGL J2022.2+3840","","305.5632","38.6783","spp","N",""
"3FGL J2022.2-7220","","305.5651","-72.3396","","N",""
"3FGL J2022.2-4515","PMN J2022-4513","305.5716","-45.2503","bll","N",""
"3FGL J2022.5+7612","S5 2023+760","305.6491","76.2084","bll","N",""
"3FGL J2023.2+3154","4C +31.56","305.804","31.9015","bcu","N",""
"3FGL J2023.5+4126","","305.876","41.4337","","N",""
"3FGL J2023.6-1139","PMN J2023-1140","305.9108","-11.6517","fsrq","N",""
"3FGL J2024.4-0848","1RXS J202428.9-084810","306.1023","-8.8086","bcu","N",""
"3FGL J2024.4-3254","PKS 2021-330","306.108","-32.9047","fsrq","N",""
"3FGL J2024.6+0309","","306.1535","3.159","","N",""
"3FGL J2024.6+3747","","306.1724","37.7968","","N",""
"3FGL J2024.8-2331","","306.2096","-23.528","","N",""
"3FGL J2025.1-2858","","306.2769","-28.9764","","N",""
"3FGL J2025.2+3340","B2 2023+33","306.3215","33.6687","bcu","N",""
"3FGL J2025.6-0736","PKS 2023-07","306.4222","-7.6013","fsrq","N",""
"3FGL J2026.3+7644","1RXS J202633.4+764432","306.5807","76.742","bcu","N",""
"3FGL J2026.3+1430","","306.587","14.5146","","N",""
"3FGL J2026.4+4709","","306.6003","47.1623","","N",""
"3FGL J2026.8+4003","","306.7161","40.0526","","N",""
"3FGL J2026.8+2813","","306.7176","28.2313","","N",""
"3FGL J2028.3+3332","LAT PSR J2028+3332","307.0843","33.542","PSR","N",""
"3FGL J2028.5+4040c","","307.1349","40.677","","N",""
"3FGL J2028.6+4110e","Cygnus Cocoon","307.17","41.17","SFR","E","MGRO J2031+41"
"3FGL J2028.7+1012","","307.1913","10.2071","","N",""
"3FGL J2029.4+4923","MG4 J202932+4925","307.3568","49.3999","bll","N",""
"3FGL J2029.5-4232","","307.3893","-42.5374","","N",""
"3FGL J2030.0+3642","PSR J2030+3641","307.5009","36.7026","PSR","N",""
"3FGL J2030.2-0622","TXS 2027-065","307.57","-6.3714","fsrq","N",""
"3FGL J2030.5-1439","","307.6295","-14.6543","","N",""
"3FGL J2030.8+4416","LAT PSR J2030+4415","307.7156","44.2704","PSR","N",""
"3FGL J2031.0+1937","RX J2030.8+1935","307.7607","19.6188","bcu","N",""
"3FGL J2031.8+1223","PKS 2029+121","307.9532","12.3874","bll","N",""
"3FGL J2032.2+4126","LAT PSR J2032+4127","308.0598","41.4469","PSR","E","TeV J2032+4130"
"3FGL J2032.5+4032","","308.1253","40.5349","","N",""
"3FGL J2032.5+3921","","308.1394","39.3589","","N",""
"3FGL J2033.3+4348c","","308.3378","43.8118","","N",""
"3FGL J2033.6+6309","87GB 203249.5+625814","308.4211","63.1507","bcu","N",""
"3FGL J2034.3+1155","TXS 2032+117","308.5852","11.9222","fsrq","N",""
"3FGL J2034.4+3833c","","308.6208","38.5641","","N",""
"3FGL J2034.6+4302","","308.6701","43.039","","N",""
"3FGL J2034.6-4202","","308.6735","-42.0398","","N",""
"3FGL J2035.0+3634","","308.7577","36.5814","","N",""
"3FGL J2035.3+1055","PKS 2032+107","308.8268","10.9235","fsrq","N",""
"3FGL J2035.6+3146","","308.9081","31.7703","","N",""
"3FGL J2035.8+4902","","308.9583","49.0467","","N",""
"3FGL J2036.4+6551","87GB 203539.4+654245","309.1049","65.8572","bll","N",""
"3FGL J2036.6-3325","1RXS J203650.9-332817","309.1744","-33.4269","bcu","N",""
"3FGL J2036.8+4234c","","309.222","42.5681","","N",""
"3FGL J2036.8-2830","PMN J2036-2830","309.2224","-28.5053","fsrq","N",""
"3FGL J2037.4+4132c","","309.3539","41.534","","N",""
"3FGL J2038.4+4212","","309.6248","42.2085","","N",""
"3FGL J2038.8+5113","3C 418","309.703","51.2207","fsrq","N",""
"3FGL J2038.8-3613","","309.7058","-36.2178","","N",""
"3FGL J2039.0-1047","TXS 2036-109","309.7518","-10.7984","bll","N",""
"3FGL J2039.4+4111","","309.854","41.1982","","N",""
"3FGL J2039.5+5217","1ES 2037+521","309.8942","52.2984","bll","N",""
"3FGL J2039.6-5618","","309.918","-56.3121","","N",""
"3FGL J2039.7+1237","","309.9374","12.6259","","N",""
"3FGL J2040.0-5734","PKS 2036-577","310.007","-57.575","bcu","N",""
"3FGL J2040.2-7115","PKS 2035-714","310.0716","-71.2596","bcu","N",""
"3FGL J2041.1+4736","","310.2807","47.603","","N",""
"3FGL J2041.7-3732","NVSS J204150-373341","310.4466","-37.5457","bll","N",""
"3FGL J2041.9-7318","SUMSS J204201-731911","310.4765","-73.3062","bcu","N",""
"3FGL J2042.1+2428","MG2 J204208+2426","310.5294","24.4708","bll","N",""
"3FGL J2042.1+0247","PSR J2042+0246","310.5359","2.793","PSR","N",""
"3FGL J2042.3-5416","","310.5964","-54.2694","","N",""
"3FGL J2042.4+4209","","310.6142","42.1532","","N",""
"3FGL J2043.1+4350","","310.7766","43.8353","","N",""
"3FGL J2043.2+1711","PSR J2043+1711","310.8161","17.1836","PSR","N",""
"3FGL J2043.6+0001","","310.9015","0.0288","","N",""
"3FGL J2043.8+2741","PSR J2043+2740","310.95","27.6989","PSR","N",""
"3FGL J2043.8-4801","","310.9504","-48.0206","","N",""
"3FGL J2044.0+1035","","311.0002","10.5902","","N",""
"3FGL J2045.2+5026e","HB21","311.32","50.44","SNR","N",""
"3FGL J2045.6-6838","","311.4072","-68.6347","","N",""
"3FGL J2046.7-1011","PMN J2046-1010","311.684","-10.1874","bcu","N",""
"3FGL J2046.7-4259","","311.6978","-42.9841","","N",""
"3FGL J2047.1+1054","PSR J2047+1053","311.7784","10.9144","PSR","N",""
"3FGL J2047.9-3119","","311.9836","-31.3243","","N",""
"3FGL J2048.8+4436","","312.2238","44.6082","","N",""
"3FGL J2049.0-6801","PKS 2043-682","312.2564","-68.0293","bcu","N",""
"3FGL J2049.7+1002","PKS 2047+098","312.4405","10.045","bcu","N",""
"3FGL J2050.2+0409","PKS 2047+039","312.5682","4.1534","bll","N",""
"3FGL J2051.0+3040e","Cygnus Loop","312.75","30.67","SNR","N",""
"3FGL J2051.3-0828","PSR J2051-0827","312.8284","-8.4796","PSR","N",""
"3FGL J2051.8-5535","PMN J2052-5533","312.9691","-55.5954","bcu","N",""
"3FGL J2052.7+1217","PSR J2052+12","313.196","12.2976","psr","N",""
"3FGL J2053.1+6027","","313.2884","60.4582","","N",""
"3FGL J2053.4-4052","","313.357","-40.8715","","N",""
"3FGL J2053.9+2922","","313.4761","29.3736","","N",""
"3FGL J2054.3+6907","","313.5867","69.1309","","N",""
"3FGL J2054.8-4908","","313.7249","-49.1358","","N",""
"3FGL J2055.0+0016","RGB J2054+002","313.7515","0.2676","bll","N",""
"3FGL J2055.2-0019","1RXS J205528.2-002123","313.8071","-0.3318","bll","N",""
"3FGL J2055.6+1609","","313.9008","16.1561","","N",""
"3FGL J2055.8+2539","LAT PSR J2055+2539","313.9634","25.6666","PSR","N",""
"3FGL J2056.2-4714","PKS 2052-47","314.0671","-47.2482","fsrq","N",""
"3FGL J2056.3-5925","","314.097","-59.4218","","N",""
"3FGL J2056.7+4938","RGB J2056+496","314.1788","49.6415","bcu","N",""
"3FGL J2058.0+4347","","314.5034","43.7949","","N",""
"3FGL J2058.3+3729","","314.5808","37.4893","","N",""
"3FGL J2059.9+2029","","314.995","20.488","","N",""
"3FGL J2100.6-7844","","315.158","-78.7465","","N",""
"3FGL J2102.3+4547","V407 Cyg","315.589","45.785","NOV","N",""
"3FGL J2102.8+4704","","315.7239","47.0695","","N",""
"3FGL J2103.7-1113","","315.9424","-11.2291","","N",""
"3FGL J2103.9-6233","PMN J2103-6232","315.9858","-62.561","bcu","N",""
"3FGL J2103.9-3546","NVSS J210353-354620","315.9988","-35.7752","bcu","N",""
